id_registro,texto,canal_origem,data,classe_macro,classe_detalhada
806,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",formulario,2025-03-24,Problemas Técnicos,Erro de Sistema / Aplicação
807,O sistema poderia ser mais rápido.,formulario,2025-03-29,Feedback e Experiência,Sugestão de Melhoria
808,Usabilidade precisa melhorar.,formulario,2025-03-04,Feedback e Experiência,Crítica de Usabilidade
809,Sugiro melhorias no sistema.,formulario,2025-03-03,Feedback e Experiência,Sugestão de Melhoria
810,O sistema encontra-se indisponível no momento.,sistema,2025-03-09,Problemas Técnicos,Indisponibilidade / Queda do Serviço
811,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",chat,2025-03-29,Problemas Técnicos,Erro de Sistema / Aplicação
812,Sugiro aprimorar algumas funcionalidades.,email,2025-03-18,Feedback e Experiência,Sugestão de Melhoria
813,"Serviço indisponível, impossibilitando o uso da plataforma.",formulario,2025-03-23,Problemas Técnicos,Indisponibilidade / Queda do Serviço
814,A exportação de dados falha continuamente.,chat,2025-03-20,Problemas Técnicos,Erro de Exportação / Relatórios
815,Sugiro melhorias no sistema.,email,2025-03-11,Feedback e Experiência,Sugestão de Melhoria
816,Necessário integrar a plataforma com sistema de terceiros.,sistema,2025-03-22,Solicitações Operacionais,Integração com Sistemas Externos
817,Tenho dúvidas sobre o valor da fatura.,email,2025-03-02,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
818,Sugiro inclusão de nova funcionalidade.,email,2025-03-12,Feedback e Experiência,Sugestão de Nova Funcionalidade
819,Não foi possível exportar o relatório solicitado.,sistema,2025-03-27,Problemas Técnicos,Erro de Exportação / Relatórios
820,Registro automático do sistema.,email,2025-03-01,Outros,Registro Automático
821,Pedido de integração para sincronização de dados.,sistema,2025-03-03,Solicitações Operacionais,Integração com Sistemas Externos
822,O atendimento foi excelente.,formulario,2025-03-16,Feedback e Experiência,Feedback Positivo
823,A interface poderia ser mais intuitiva.,formulario,2025-03-06,Feedback e Experiência,Crítica de Usabilidade
824,Pedido de estorno financeiro.,chat,2025-03-15,Financeiro e Cobrança,Reembolso / Estorno
825,A aplicação está fora do ar desde o início da manhã.,formulario,2025-03-09,Problemas Técnicos,Indisponibilidade / Queda do Serviço
826,Necessário corrigir informações do cadastro.,email,2025-03-05,Solicitações Operacionais,Atualização Cadastral
827,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,sistema,2025-03-26,Problemas Técnicos,Erro de Sistema / Aplicação
828,Log automático registrado.,chat,2025-03-18,Outros,Registro Automático
829,A exportação de dados falha continuamente.,formulario,2025-03-31,Problemas Técnicos,Erro de Exportação / Relatórios
830,Obrigado pela ajuda.,chat,2025-03-16,Outros,Agradecimento Simples
831,"Pagamento realizado, porém não identificado.",email,2025-03-17,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
832,Apenas para agradecer.,chat,2025-03-04,Outros,Agradecimento Simples
833,Sugiro melhorias no sistema.,chat,2025-03-26,Feedback e Experiência,Sugestão de Melhoria
834,Solicito integração com sistema externo via API.,formulario,2025-03-03,Solicitações Operacionais,Integração com Sistemas Externos
835,Sugiro aprimorar algumas funcionalidades.,chat,2025-03-27,Feedback e Experiência,Sugestão de Melhoria
836,Evento gerado automaticamente.,email,2025-03-03,Outros,Registro Automático
837,Pedido de nova funcionalidade.,sistema,2025-03-28,Feedback e Experiência,Sugestão de Nova Funcionalidade
838,Preciso reenviar o boleto de pagamento.,email,2025-03-26,Financeiro e Cobrança,Segunda Via de Boleto
839,Apenas para agradecer.,formulario,2025-03-04,Outros,Agradecimento Simples
840,Sugiro melhorias no sistema.,email,2025-03-30,Feedback e Experiência,Sugestão de Melhoria
841,O sistema está muito lento após a última atualização.,sistema,2025-03-28,Problemas Técnicos,Problemas de Performance / Lentidão
842,Evento gerado automaticamente.,sistema,2025-03-13,Outros,Registro Automático
843,Sugiro inclusão de nova funcionalidade.,chat,2025-03-09,Feedback e Experiência,Sugestão de Nova Funcionalidade
844,Sugiro aprimorar algumas funcionalidades.,formulario,2025-03-02,Feedback e Experiência,Sugestão de Melhoria
845,Usabilidade precisa melhorar.,chat,2025-03-02,Feedback e Experiência,Crítica de Usabilidade
846,Dificuldade de navegação no sistema.,email,2025-03-11,Feedback e Experiência,Crítica de Usabilidade
847,Gostaria de esclarecimentos sobre a cobrança.,formulario,2025-03-28,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
848,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",sistema,2025-03-24,Problemas Técnicos,Erro de Autenticação e Acesso
849,Dificuldade de navegação no sistema.,formulario,2025-03-20,Feedback e Experiência,Crítica de Usabilidade
850,O login está falhando e impede o acesso ao ambiente.,chat,2025-03-30,Problemas Técnicos,Erro de Autenticação e Acesso
851,Pedido de nova funcionalidade.,sistema,2025-03-27,Feedback e Experiência,Sugestão de Nova Funcionalidade
852,O sistema está muito lento após a última atualização.,email,2025-03-10,Problemas Técnicos,Problemas de Performance / Lentidão
853,Registro automático do sistema.,email,2025-03-06,Outros,Registro Automático
854,Solicito atualização dos dados cadastrais.,email,2025-03-08,Solicitações Operacionais,Atualização Cadastral
855,Não foi possível exportar o relatório solicitado.,sistema,2025-03-23,Problemas Técnicos,Erro de Exportação / Relatórios
856,Dados inconsistentes precisam ser reprocessados.,formulario,2025-03-17,Solicitações Operacionais,Reprocessamento / Correção de Dados
857,Gostei muito da nova atualização.,email,2025-03-08,Feedback e Experiência,Feedback Positivo
858,Desejo informações sobre reembolso.,formulario,2025-03-06,Financeiro e Cobrança,Reembolso / Estorno
859,Dificuldade de navegação no sistema.,chat,2025-03-27,Feedback e Experiência,Crítica de Usabilidade
860,Juros aplicados parecem incorretos.,email,2025-03-10,Financeiro e Cobrança,Juros e Encargos
861,Não foi possível exportar o relatório solicitado.,chat,2025-03-28,Problemas Técnicos,Erro de Exportação / Relatórios
862,Entro em contato para solicitar retorno.,chat,2025-03-22,Outros,Mensagem Genérica
863,Necessário corrigir dados já processados.,formulario,2025-03-17,Solicitações Operacionais,Reprocessamento / Correção de Dados
864,Falha de conexão com o banco de dados.,formulario,2025-03-30,Problemas Técnicos,Falha de Banco de Dados
865,Solicito alteração do plano contratado.,email,2025-03-08,Solicitações Operacionais,Alteração de Plano / Contrato
866,Preciso reenviar o boleto de pagamento.,sistema,2025-03-14,Financeiro e Cobrança,Segunda Via de Boleto
867,Dificuldade de navegação no sistema.,sistema,2025-03-07,Feedback e Experiência,Crítica de Usabilidade
868,Usabilidade precisa melhorar.,formulario,2025-03-19,Feedback e Experiência,Crítica de Usabilidade
869,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,sistema,2025-03-18,Problemas Técnicos,Erro de Sistema / Aplicação
870,Obrigado pela ajuda.,sistema,2025-03-22,Outros,Agradecimento Simples
871,Não foi possível exportar o relatório solicitado.,sistema,2025-03-09,Problemas Técnicos,Erro de Exportação / Relatórios
872,Gostaria de esclarecimentos sobre a cobrança.,sistema,2025-03-07,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
873,Solicito criação de relatório personalizado.,email,2025-03-26,Solicitações Operacionais,Customização de Relatórios
874,Log automático registrado.,sistema,2025-03-22,Outros,Registro Automático
875,Solicito alteração do plano contratado.,formulario,2025-03-10,Solicitações Operacionais,Alteração de Plano / Contrato
876,Pedido de estorno financeiro.,formulario,2025-03-24,Financeiro e Cobrança,Reembolso / Estorno
877,Performance degradada ao acessar dashboards.,chat,2025-03-11,Problemas Técnicos,Problemas de Performance / Lentidão
878,Pedido de atualização do plano atual.,formulario,2025-03-30,Solicitações Operacionais,Alteração de Plano / Contrato
879,Preciso reenviar o boleto de pagamento.,chat,2025-03-27,Financeiro e Cobrança,Segunda Via de Boleto
880,Mensagem sem detalhes específicos.,email,2025-03-16,Outros,Mensagem Genérica
881,Desejo mudar as condições do contrato.,chat,2025-03-31,Solicitações Operacionais,Alteração de Plano / Contrato
882,Dúvida sobre juros aplicados na fatura.,chat,2025-03-12,Financeiro e Cobrança,Juros e Encargos
883,Desejo mudar as condições do contrato.,formulario,2025-03-26,Solicitações Operacionais,Alteração de Plano / Contrato
884,Gostaria de esclarecimentos sobre a cobrança.,sistema,2025-03-15,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
885,Não foi possível exportar o relatório solicitado.,email,2025-03-16,Problemas Técnicos,Erro de Exportação / Relatórios
886,Solicito criação de relatório personalizado.,formulario,2025-03-17,Solicitações Operacionais,Customização de Relatórios
887,Solicito reembolso do valor pago.,chat,2025-03-05,Financeiro e Cobrança,Reembolso / Estorno
888,Dados inconsistentes precisam ser reprocessados.,formulario,2025-03-05,Solicitações Operacionais,Reprocessamento / Correção de Dados
889,Dúvida sobre juros aplicados na fatura.,email,2025-03-16,Financeiro e Cobrança,Juros e Encargos
890,Dúvida sobre juros aplicados na fatura.,sistema,2025-03-21,Financeiro e Cobrança,Juros e Encargos
891,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",sistema,2025-03-07,Problemas Técnicos,Erro de Sistema / Aplicação
892,Solicito criação de relatório personalizado.,formulario,2025-03-26,Solicitações Operacionais,Customização de Relatórios
893,"Erro ao autenticar usuário, mesmo após redefinição de senha.",formulario,2025-03-21,Problemas Técnicos,Erro de Autenticação e Acesso
894,Seria interessante adicionar novos recursos.,formulario,2025-03-13,Feedback e Experiência,Sugestão de Nova Funcionalidade
895,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,chat,2025-03-24,Problemas Técnicos,Erro de Sistema / Aplicação
896,"Pagamento realizado, porém não identificado.",chat,2025-03-01,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
897,Banco de dados não responde às requisições.,chat,2025-03-08,Problemas Técnicos,Falha de Banco de Dados
898,Tenho dúvidas sobre o valor da fatura.,email,2025-03-13,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
899,Obrigado pela ajuda.,chat,2025-03-03,Outros,Agradecimento Simples
900,A aplicação está fora do ar desde o início da manhã.,formulario,2025-03-24,Problemas Técnicos,Indisponibilidade / Queda do Serviço
901,Apenas para agradecer.,sistema,2025-03-14,Outros,Agradecimento Simples
902,Dados inconsistentes precisam ser reprocessados.,sistema,2025-03-25,Solicitações Operacionais,Reprocessamento / Correção de Dados
903,Necessário integrar a plataforma com sistema de terceiros.,email,2025-03-08,Solicitações Operacionais,Integração com Sistemas Externos
904,Solicito alteração do plano contratado.,chat,2025-03-24,Solicitações Operacionais,Alteração de Plano / Contrato
905,Performance degradada ao acessar dashboards.,chat,2025-03-04,Problemas Técnicos,Problemas de Performance / Lentidão
906,Juros aplicados parecem incorretos.,email,2025-03-13,Financeiro e Cobrança,Juros e Encargos
907,Pedido de nova via de cobrança.,email,2025-03-20,Financeiro e Cobrança,Segunda Via de Boleto
908,Falha de conexão com o banco de dados.,email,2025-03-02,Problemas Técnicos,Falha de Banco de Dados
909,Erro ao gerar relatório financeiro em PDF ou CSV.,formulario,2025-03-04,Problemas Técnicos,Erro de Exportação / Relatórios
910,Evento gerado automaticamente.,chat,2025-03-07,Outros,Registro Automático
911,A aplicação está fora do ar desde o início da manhã.,email,2025-03-22,Problemas Técnicos,Indisponibilidade / Queda do Serviço
912,Log automático registrado.,chat,2025-03-14,Outros,Registro Automático
913,Performance degradada ao acessar dashboards.,email,2025-03-10,Problemas Técnicos,Problemas de Performance / Lentidão
914,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",chat,2025-03-20,Problemas Técnicos,Erro de Sistema / Aplicação
915,Necessário corrigir informações do cadastro.,chat,2025-03-12,Solicitações Operacionais,Atualização Cadastral
916,A interface poderia ser mais intuitiva.,email,2025-03-18,Feedback e Experiência,Crítica de Usabilidade
917,Sugiro aprimorar algumas funcionalidades.,formulario,2025-03-11,Feedback e Experiência,Sugestão de Melhoria
918,Solicito a criação de um novo usuário no sistema.,email,2025-03-30,Solicitações Operacionais,Criação / Gestão de Usuários
919,Performance degradada ao acessar dashboards.,formulario,2025-03-05,Problemas Técnicos,Problemas de Performance / Lentidão
920,O sistema está muito lento após a última atualização.,email,2025-03-29,Problemas Técnicos,Problemas de Performance / Lentidão
921,Dúvida sobre juros aplicados na fatura.,formulario,2025-03-10,Financeiro e Cobrança,Juros e Encargos
922,Solicito reembolso do valor pago.,email,2025-03-27,Financeiro e Cobrança,Reembolso / Estorno
923,Solicito atualização dos dados cadastrais.,sistema,2025-03-12,Solicitações Operacionais,Atualização Cadastral
924,Desejo informações sobre reembolso.,email,2025-03-04,Financeiro e Cobrança,Reembolso / Estorno
925,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,chat,2025-03-11,Problemas Técnicos,Erro de Sistema / Aplicação
926,Desejo informações sobre reembolso.,sistema,2025-03-29,Financeiro e Cobrança,Reembolso / Estorno
927,A aplicação está fora do ar desde o início da manhã.,chat,2025-03-04,Problemas Técnicos,Indisponibilidade / Queda do Serviço
928,Seria interessante adicionar novos recursos.,sistema,2025-03-27,Feedback e Experiência,Sugestão de Nova Funcionalidade
929,Seria interessante adicionar novos recursos.,chat,2025-03-04,Feedback e Experiência,Sugestão de Nova Funcionalidade
930,Pedido de atualização do plano atual.,email,2025-03-31,Solicitações Operacionais,Alteração de Plano / Contrato
931,Necessário cadastrar novo acesso para colaborador.,formulario,2025-03-26,Solicitações Operacionais,Criação / Gestão de Usuários
932,Obrigado pela ajuda.,chat,2025-03-20,Outros,Agradecimento Simples
933,Usabilidade precisa melhorar.,email,2025-03-28,Feedback e Experiência,Crítica de Usabilidade
934,Necessário capacitação dos usuários do sistema.,email,2025-03-29,Solicitações Operacionais,Solicitação de Treinamento
935,Sugiro inclusão de nova funcionalidade.,email,2025-03-09,Feedback e Experiência,Sugestão de Nova Funcionalidade
936,O sistema não reconheceu o pagamento efetuado.,chat,2025-03-31,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
937,Pedido de nova via de cobrança.,email,2025-03-14,Financeiro e Cobrança,Segunda Via de Boleto
938,Necessário capacitação dos usuários do sistema.,formulario,2025-03-05,Solicitações Operacionais,Solicitação de Treinamento
939,Agradeço pelo atendimento.,email,2025-03-21,Outros,Agradecimento Simples
940,Necessário ajustar layout e campos do relatório.,formulario,2025-03-28,Solicitações Operacionais,Customização de Relatórios
941,Necessário cadastrar novo acesso para colaborador.,sistema,2025-03-08,Solicitações Operacionais,Criação / Gestão de Usuários
942,Tenho dúvidas sobre o valor da fatura.,chat,2025-03-18,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
943,Sugiro inclusão de nova funcionalidade.,email,2025-03-15,Feedback e Experiência,Sugestão de Nova Funcionalidade
944,Sugiro inclusão de nova funcionalidade.,formulario,2025-03-15,Feedback e Experiência,Sugestão de Nova Funcionalidade
945,"Pagamento realizado, porém não identificado.",email,2025-03-04,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
946,Sugiro inclusão de nova funcionalidade.,email,2025-03-27,Feedback e Experiência,Sugestão de Nova Funcionalidade
947,Performance degradada ao acessar dashboards.,sistema,2025-03-29,Problemas Técnicos,Problemas de Performance / Lentidão
948,Agradeço pelo atendimento.,formulario,2025-03-31,Outros,Agradecimento Simples
949,Tenho dúvidas sobre o valor da fatura.,chat,2025-03-28,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
950,Usabilidade precisa melhorar.,formulario,2025-03-23,Feedback e Experiência,Crítica de Usabilidade
951,Questionamento sobre encargos cobrados.,email,2025-03-04,Financeiro e Cobrança,Juros e Encargos
952,Necessário cadastrar novo acesso para colaborador.,sistema,2025-03-27,Solicitações Operacionais,Criação / Gestão de Usuários
953,Pedido de nova via de cobrança.,sistema,2025-03-23,Financeiro e Cobrança,Segunda Via de Boleto
954,O sistema apresentou um erro inesperado ao executar a funcionalidade solicitada.,formulario,2025-03-05,Problemas Técnicos,Erro de Sistema / Aplicação
955,O atendimento foi excelente.,chat,2025-03-07,Feedback e Experiência,Feedback Positivo
956,Não foi possível exportar o relatório solicitado.,formulario,2025-03-27,Problemas Técnicos,Erro de Exportação / Relatórios
957,Desejo mudar as condições do contrato.,email,2025-03-25,Solicitações Operacionais,Alteração de Plano / Contrato
958,Gostei muito da nova atualização.,email,2025-03-25,Feedback e Experiência,Feedback Positivo
959,Pedido de nova funcionalidade.,chat,2025-03-31,Feedback e Experiência,Sugestão de Nova Funcionalidade
960,Gostei muito da nova atualização.,email,2025-03-18,Feedback e Experiência,Feedback Positivo
961,Pedido de nova funcionalidade.,chat,2025-03-23,Feedback e Experiência,Sugestão de Nova Funcionalidade
962,Aguardando posicionamento.,chat,2025-03-04,Outros,Mensagem Genérica
963,Usabilidade precisa melhorar.,formulario,2025-03-14,Feedback e Experiência,Crítica de Usabilidade
964,Agradeço pelo atendimento.,sistema,2025-03-13,Outros,Agradecimento Simples
965,Gostaria de esclarecimentos sobre a cobrança.,chat,2025-03-05,Financeiro e Cobrança,Dúvidas sobre Fatura / Valores
966,Usabilidade precisa melhorar.,sistema,2025-03-23,Feedback e Experiência,Crítica de Usabilidade
967,Agradeço pelo atendimento.,chat,2025-03-07,Outros,Agradecimento Simples
968,Obrigado pela ajuda.,sistema,2025-03-30,Outros,Agradecimento Simples
969,Pedido de atualização do plano atual.,chat,2025-03-17,Solicitações Operacionais,Alteração de Plano / Contrato
970,Apenas para agradecer.,sistema,2025-03-23,Outros,Agradecimento Simples
971,"Serviço indisponível, impossibilitando o uso da plataforma.",formulario,2025-03-19,Problemas Técnicos,Indisponibilidade / Queda do Serviço
972,Apenas para agradecer.,formulario,2025-03-22,Outros,Agradecimento Simples
973,Evento gerado automaticamente.,email,2025-03-17,Outros,Registro Automático
974,"A aplicação falhou durante o uso normal, exibindo uma mensagem de erro genérica.",chat,2025-03-02,Problemas Técnicos,Erro de Sistema / Aplicação
975,O login está falhando e impede o acesso ao ambiente.,chat,2025-03-10,Problemas Técnicos,Erro de Autenticação e Acesso
976,Identifiquei cobrança duplicada na fatura.,sistema,2025-03-07,Financeiro e Cobrança,Cobrança Indevida / Duplicada
977,Mensagem sem detalhes específicos.,formulario,2025-03-04,Outros,Mensagem Genérica
978,Apenas para agradecer.,chat,2025-03-24,Outros,Agradecimento Simples
979,Registro automático do sistema.,sistema,2025-03-23,Outros,Registro Automático
980,Erro ao gerar relatório financeiro em PDF ou CSV.,formulario,2025-03-31,Problemas Técnicos,Erro de Exportação / Relatórios
981,Solicito segunda via do boleto.,email,2025-03-24,Financeiro e Cobrança,Segunda Via de Boleto
982,Valor cobrado não condiz com o contratado.,formulario,2025-03-27,Financeiro e Cobrança,Cobrança Indevida / Duplicada
983,Pedido de atualização do plano atual.,sistema,2025-03-25,Solicitações Operacionais,Alteração de Plano / Contrato
984,Apenas para agradecer.,chat,2025-03-25,Outros,Agradecimento Simples
985,Dados inconsistentes precisam ser reprocessados.,chat,2025-03-22,Solicitações Operacionais,Reprocessamento / Correção de Dados
986,"Não consigo acessar o sistema, pois ocorre erro de autenticação mesmo com credenciais corretas.",email,2025-03-13,Problemas Técnicos,Erro de Autenticação e Acesso
987,Erro ao gerar relatório financeiro em PDF ou CSV.,sistema,2025-03-05,Problemas Técnicos,Erro de Exportação / Relatórios
988,Necessário ajustar layout e campos do relatório.,email,2025-03-11,Solicitações Operacionais,Customização de Relatórios
989,Sugiro melhorias no sistema.,chat,2025-03-30,Feedback e Experiência,Sugestão de Melhoria
990,Solicito segunda via do boleto.,sistema,2025-03-16,Financeiro e Cobrança,Segunda Via de Boleto
991,Obrigado pela ajuda.,email,2025-03-26,Outros,Agradecimento Simples
992,Solicito segunda via do boleto.,chat,2025-03-17,Financeiro e Cobrança,Segunda Via de Boleto
993,O sistema está muito lento após a última atualização.,formulario,2025-03-18,Problemas Técnicos,Problemas de Performance / Lentidão
994,Registro automático do sistema.,sistema,2025-03-08,Outros,Registro Automático
995,Desejo mudar as condições do contrato.,sistema,2025-03-12,Solicitações Operacionais,Alteração de Plano / Contrato
996,Valor cobrado não condiz com o contratado.,formulario,2025-03-18,Financeiro e Cobrança,Cobrança Indevida / Duplicada
997,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,sistema,2025-03-15,Problemas Técnicos,Erro de Sistema / Aplicação
998,Pedido de atualização do plano atual.,chat,2025-03-31,Solicitações Operacionais,Alteração de Plano / Contrato
999,Erro ao consultar dados devido a indisponibilidade do banco.,formulario,2025-03-30,Problemas Técnicos,Falha de Banco de Dados
1000,Erro ao gerar relatório financeiro em PDF ou CSV.,sistema,2025-03-01,Problemas Técnicos,Erro de Exportação / Relatórios
1001,Log automático registrado.,formulario,2025-03-16,Outros,Registro Automático
1002,"Serviço indisponível, impossibilitando o uso da plataforma.",chat,2025-03-11,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1003,Entro em contato para solicitar retorno.,chat,2025-03-31,Outros,Mensagem Genérica
1004,Agradeço pelo atendimento.,email,2025-03-07,Outros,Agradecimento Simples
1005,Pedido de alteração cadastral.,formulario,2025-03-27,Solicitações Operacionais,Atualização Cadastral
1006,"Erro ao autenticar usuário, mesmo após redefinição de senha.",formulario,2025-03-21,Problemas Técnicos,Erro de Autenticação e Acesso
1007,Banco de dados não responde às requisições.,chat,2025-03-01,Problemas Técnicos,Falha de Banco de Dados
1008,A interface poderia ser mais intuitiva.,email,2025-03-03,Feedback e Experiência,Crítica de Usabilidade
1009,O login está falhando e impede o acesso ao ambiente.,email,2025-03-19,Problemas Técnicos,Erro de Autenticação e Acesso
1010,Dados inconsistentes precisam ser reprocessados.,formulario,2025-03-15,Solicitações Operacionais,Reprocessamento / Correção de Dados
1011,Seria interessante adicionar novos recursos.,email,2025-03-13,Feedback e Experiência,Sugestão de Nova Funcionalidade
1012,O sistema está muito lento após a última atualização.,email,2025-03-25,Problemas Técnicos,Problemas de Performance / Lentidão
1013,Aguardando posicionamento.,email,2025-03-12,Outros,Mensagem Genérica
1014,Mensagem sem detalhes específicos.,sistema,2025-03-20,Outros,Mensagem Genérica
1015,A aplicação está fora do ar desde o início da manhã.,formulario,2025-03-13,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1016,Não foi possível exportar o relatório solicitado.,chat,2025-03-05,Problemas Técnicos,Erro de Exportação / Relatórios
1017,Usabilidade precisa melhorar.,chat,2025-03-10,Feedback e Experiência,Crítica de Usabilidade
1018,O sistema não reconheceu o pagamento efetuado.,chat,2025-03-04,Financeiro e Cobrança,Pagamento Realizado mas Não Compensado
1019,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,formulario,2025-03-18,Problemas Técnicos,Erro de Sistema / Aplicação
1020,Mensagem sem detalhes específicos.,chat,2025-03-24,Outros,Mensagem Genérica
1021,Há cobrança indevida no meu extrato.,chat,2025-03-06,Financeiro e Cobrança,Cobrança Indevida / Duplicada
1022,Pedido de integração para sincronização de dados.,sistema,2025-03-07,Solicitações Operacionais,Integração com Sistemas Externos
1023,"Erro ao autenticar usuário, mesmo após redefinição de senha.",email,2025-03-28,Problemas Técnicos,Erro de Autenticação e Acesso
1024,Log automático registrado.,email,2025-03-10,Outros,Registro Automático
1025,O sistema encontra-se indisponível no momento.,chat,2025-03-24,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1026,Evento gerado automaticamente.,sistema,2025-03-05,Outros,Registro Automático
1027,Necessário cadastrar novo acesso para colaborador.,email,2025-03-29,Solicitações Operacionais,Criação / Gestão de Usuários
1028,Dados inconsistentes precisam ser reprocessados.,formulario,2025-03-11,Solicitações Operacionais,Reprocessamento / Correção de Dados
1029,Obrigado pela ajuda.,chat,2025-03-19,Outros,Agradecimento Simples
1030,Evento gerado automaticamente.,formulario,2025-03-06,Outros,Registro Automático
1031,O sistema encontra-se indisponível no momento.,chat,2025-03-23,Problemas Técnicos,Indisponibilidade / Queda do Serviço
1032,Dificuldade de navegação no sistema.,chat,2025-03-22,Feedback e Experiência,Crítica de Usabilidade
1033,Pedido de estorno financeiro.,formulario,2025-03-12,Financeiro e Cobrança,Reembolso / Estorno
1034,Desejo informações sobre reembolso.,email,2025-03-06,Financeiro e Cobrança,Reembolso / Estorno
1035,Mensagem sem detalhes específicos.,chat,2025-03-29,Outros,Mensagem Genérica
1036,Mensagem sem detalhes específicos.,email,2025-03-24,Outros,Mensagem Genérica
1037,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,email,2025-03-27,Problemas Técnicos,Erro de Sistema / Aplicação
1038,Obrigado pela ajuda.,chat,2025-03-30,Outros,Agradecimento Simples
1039,Há lentidão excessiva ao navegar entre as telas.,formulario,2025-03-21,Problemas Técnicos,Problemas de Performance / Lentidão
1040,Dados inconsistentes precisam ser reprocessados.,chat,2025-03-29,Solicitações Operacionais,Reprocessamento / Correção de Dados
1041,Obrigado pela ajuda.,chat,2025-03-15,Outros,Agradecimento Simples
1042,Agradeço pelo atendimento.,formulario,2025-03-12,Outros,Agradecimento Simples
1043,Aguardando posicionamento.,chat,2025-03-28,Outros,Mensagem Genérica
1044,Agradeço pelo atendimento.,chat,2025-03-15,Outros,Agradecimento Simples
1045,Pedido de integração para sincronização de dados.,chat,2025-03-24,Solicitações Operacionais,Integração com Sistemas Externos
1046,A interface poderia ser mais intuitiva.,chat,2025-03-25,Feedback e Experiência,Crítica de Usabilidade
1047,Sugiro melhorias no sistema.,sistema,2025-03-12,Feedback e Experiência,Sugestão de Melhoria
1048,Pedido de inclusão de usuário com perfil específico.,chat,2025-03-17,Solicitações Operacionais,Criação / Gestão de Usuários
1049,Pedido de estorno financeiro.,formulario,2025-03-29,Financeiro e Cobrança,Reembolso / Estorno
1050,Erro recorrente no sistema ao tentar acessar determinadas funcionalidades.,sistema,2025-03-04,Problemas Técnicos,Erro de Sistema / Aplicação
1051,Obrigado pela ajuda.,sistema,2025-03-19,Outros,Agradecimento Simples
1052,Agradeço pelo atendimento.,formulario,2025-03-21,Outros,Agradecimento Simples
1053,Usabilidade precisa melhorar.,email,2025-03-17,Feedback e Experiência,Crítica de Usabilidade
1054,Solicito reembolso do valor pago.,formulario,2025-03-12,Financeiro e Cobrança,Reembolso / Estorno
1055,Pedido de estorno financeiro.,email,2025-03-17,Financeiro e Cobrança,Reembolso / Estorno
1056,Solicito treinamento para a equipe.,chat,2025-03-03,Solicitações Operacionais,Solicitação de Treinamento
1057,Obrigado pela ajuda.,chat,2025-03-05,Outros,Agradecimento Simples
1058,Necessário integrar a plataforma com sistema de terceiros.,email,2025-03-22,Solicitações Operacionais,Integração com Sistemas Externos
1059,Necessário capacitação dos usuários do sistema.,email,2025-03-16,Solicitações Operacionais,Solicitação de Treinamento
1060,Sugiro inclusão de nova funcionalidade.,chat,2025-03-21,Feedback e Experiência,Sugestão de Nova Funcionalidade
1061,Estou satisfeito com o sistema.,email,2025-03-05,Feedback e Experiência,Feedback Positivo
1062,Agradeço pelo atendimento.,chat,2025-03-21,Outros,Agradecimento Simples
1063,Aguardando posicionamento.,chat,2025-03-02,Outros,Mensagem Genérica
1064,Solicito reprocessamento de dados incorretos.,formulario,2025-03-20,Solicitações Operacionais,Reprocessamento / Correção de Dados
1065,Agradeço pelo atendimento.,sistema,2025-03-31,Outros,Agradecimento Simples
1066,O login está falhando e impede o acesso ao ambiente.,formulario,2025-03-28,Problemas Técnicos,Erro de Autenticação e Acesso
1067,Sugiro melhorias no sistema.,formulario,2025-03-20,Feedback e Experiência,Sugestão de Melhoria
1068,Pedido de alteração cadastral.,chat,2025-03-20,Solicitações Operacionais,Atualização Cadastral
1069,Registro automático do sistema.,sistema,2025-03-30,Outros,Registro Automático
1070,Estou satisfeito com o sistema.,formulario,2025-03-13,Feedback e Experiência,Feedback Positivo
1071,Solicito a criação de um novo usuário no sistema.,chat,2025-03-17,Solicitações Operacionais,Criação / Gestão de Usuários
